,Year,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,wSB,wRC,wRAA,wOBA,wRC+
85,1993,Twins,1742.0,5601.0,6209.0,1480.0,1071.0,261.0,27.0,121.0,693.0,642.0,493.0,35.0,850.0,51.0,37.0,27.0,150.0,83.0,59.0,0.264,7.9,13.7,0.58,0.327,0.385,0.713,0.121,4.0,0.291, , ,-6.6,705.0,-37.0,0.319,90.0
86,1993,Red Sox,1832.0,5496.0,6196.0,1451.0,989.0,319.0,29.0,114.0,686.0,644.0,508.0,69.0,871.0,62.0,49.0,80.0,146.0,73.0,38.0,0.264,8.2,14.1,0.58,0.33,0.395,0.725,0.131,4.1,0.293, , ,0.1,716.0,-24.1,0.322,90.0
87,1993,Braves,2086.0,5515.0,6234.0,1444.0,1007.0,239.0,29.0,169.0,767.0,712.0,560.0,46.0,946.0,36.0,50.0,73.0,128.0,125.0,48.0,0.262,9.0,15.2,0.59,0.331,0.408,0.739,0.146,4.8,0.287, , ,6.4,748.0,2.6,0.328,94.0
88,1993,Mariners,1784.0,5494.0,6288.0,1429.0,972.0,272.0,24.0,161.0,734.0,681.0,624.0,73.0,901.0,56.0,51.0,63.0,131.0,91.0,68.0,0.26,9.9,14.3,0.69,0.339,0.406,0.745,0.146,3.8,0.283, , ,-8.7,773.0,21.2,0.33,99.0
89,1993,Brewers,1795.0,5525.0,6222.0,1426.0,1036.0,240.0,25.0,125.0,733.0,688.0,555.0,52.0,932.0,40.0,45.0,57.0,118.0,138.0,93.0,0.258,8.9,15.0,0.6,0.328,0.378,0.706,0.12,4.3,0.288, , ,-9.8,691.0,-52.9,0.316,89.0
90,1993,Athletics,1706.0,5543.0,6295.0,1408.0,969.0,260.0,21.0,158.0,715.0,679.0,622.0,45.0,1048.0,33.0,49.0,46.0,127.0,131.0,59.0,0.254,9.9,16.6,0.59,0.33,0.394,0.724,0.14,4.3,0.285, , ,3.0,737.0,-15.6,0.323,101.0
91,1993,Mets,2146.0,5448.0,6057.0,1350.0,927.0,228.0,37.0,158.0,672.0,632.0,448.0,43.0,879.0,24.0,47.0,89.0,106.0,79.0,50.0,0.248,7.4,14.5,0.51,0.305,0.39,0.696,0.142,4.4,0.267, , ,-3.8,627.0,-96.8,0.308,85.0
92,1993,Blue Jays,1603.0,5579.0,6319.0,1556.0,1038.0,317.0,42.0,159.0,847.0,796.0,588.0,57.0,861.0,52.0,54.0,46.0,138.0,170.0,49.0,0.279,9.3,13.6,0.68,0.35,0.436,0.786,0.157,5.5,0.303, , ,15.1,861.0,106.2,0.347,109.0
93,1993,Indians,1781.0,5619.0,6267.0,1547.0,1111.0,264.0,31.0,141.0,790.0,747.0,488.0,57.0,843.0,49.0,72.0,39.0,131.0,159.0,55.0,0.275,7.8,13.5,0.58,0.335,0.409,0.743,0.133,5.1,0.299, , ,10.3,760.0,10.7,0.329,99.0
94,1993,Phillies,2195.0,5685.0,6527.0,1555.0,1051.0,297.0,51.0,156.0,877.0,811.0,665.0,70.0,1049.0,42.0,51.0,84.0,106.0,91.0,32.0,0.274,10.2,16.1,0.63,0.351,0.426,0.777,0.153,5.1,0.309, , ,6.4,862.0,81.7,0.344,106.0
95,1993,Cardinals,2288.0,5551.0,6279.0,1508.0,1094.0,262.0,34.0,118.0,758.0,724.0,588.0,50.0,882.0,27.0,54.0,59.0,127.0,153.0,72.0,0.272,9.4,14.0,0.67,0.341,0.395,0.736,0.123,4.8,0.302, , ,2.1,757.0,6.5,0.329,99.0
96,1993,Rangers,1759.0,5510.0,6166.0,1472.0,968.0,284.0,39.0,181.0,835.0,780.0,483.0,56.0,984.0,48.0,56.0,69.0,107.0,113.0,67.0,0.267,7.8,16.0,0.49,0.329,0.431,0.76,0.164,5.0,0.293, , ,-4.0,771.0,34.4,0.334,103.0
97,1993,Astros,1993.0,5464.0,6136.0,1459.0,996.0,288.0,37.0,138.0,716.0,656.0,497.0,58.0,911.0,40.0,47.0,82.0,124.0,103.0,60.0,0.267,8.1,14.8,0.55,0.33,0.409,0.739,0.142,4.6,0.296, , ,-3.1,728.0,-5.4,0.327,101.0
98,1993,White Sox,1693.0,5483.0,6253.0,1454.0,1020.0,228.0,44.0,162.0,776.0,731.0,604.0,52.0,834.0,33.0,61.0,72.0,125.0,106.0,57.0,0.265,9.7,13.3,0.72,0.338,0.411,0.75,0.146,4.7,0.284, , ,-1.1,778.0,31.0,0.333,104.0
99,1993,Reds,2223.0,5517.0,6164.0,1457.0,1031.0,261.0,28.0,137.0,722.0,669.0,485.0,42.0,1025.0,32.0,66.0,63.0,104.0,142.0,59.0,0.264,7.9,16.6,0.47,0.324,0.396,0.72,0.132,4.9,0.299, , ,5.2,698.0,-38.2,0.319,91.0
100,1993,Royals,1723.0,5522.0,6101.0,1455.0,1001.0,294.0,35.0,125.0,675.0,641.0,428.0,50.0,936.0,52.0,51.0,48.0,108.0,100.0,75.0,0.263,7.0,15.3,0.46,0.32,0.397,0.717,0.134,4.2,0.295, , ,-10.0,684.0,-45.4,0.317,89.0
101,1993,Dodgers,2208.0,5588.0,6261.0,1458.0,1066.0,234.0,28.0,130.0,675.0,639.0,492.0,48.0,937.0,27.0,47.0,107.0,106.0,126.0,61.0,0.261,7.9,15.0,0.53,0.321,0.383,0.704,0.122,4.5,0.291, , ,1.2,679.0,-69.2,0.314,92.0
102,1993,Angels,1706.0,5391.0,6089.0,1399.0,1002.0,259.0,24.0,114.0,684.0,644.0,564.0,39.0,930.0,38.0,46.0,50.0,130.0,169.0,100.0,0.26,9.3,15.3,0.61,0.331,0.38,0.711,0.12,4.5,0.293, , ,-6.5,691.0,-36.5,0.319,92.0
103,1993,Expos,2314.0,5493.0,6233.0,1410.0,982.0,270.0,36.0,122.0,732.0,682.0,542.0,65.0,860.0,48.0,50.0,100.0,94.0,228.0,56.0,0.257,8.7,13.8,0.63,0.326,0.386,0.712,0.129,5.6,0.282, , ,23.6,688.0,-57.3,0.316,90.0
104,1993,Padres,2316.0,5504.0,6137.0,1386.0,966.0,239.0,28.0,153.0,679.0,633.0,443.0,43.0,1046.0,59.0,49.0,80.0,109.0,92.0,41.0,0.252,7.2,17.0,0.42,0.312,0.389,0.701,0.137,4.4,0.283, , ,2.6,649.0,-84.8,0.311,86.0
105,1993,Marlins,2128.0,5475.0,6127.0,1356.0,1034.0,197.0,31.0,94.0,581.0,542.0,498.0,39.0,1054.0,51.0,43.0,58.0,121.0,117.0,56.0,0.248,8.1,17.2,0.47,0.314,0.346,0.66,0.099,4.3,0.289, , ,1.5,590.0,-142.7,0.298,79.0
106,1994,Yankees,1192.0,3986.0,4611.0,1155.0,762.0,238.0,16.0,139.0,670.0,632.0,530.0,34.0,660.0,31.0,37.0,27.0,112.0,55.0,40.0,0.29,11.5,14.3,0.8,0.374,0.462,0.836,0.172,3.9,0.315, , ,-6.5,710.0,126.0,0.366,118.0
107,1994,White Sox,1205.0,3942.0,4556.0,1133.0,798.0,175.0,39.0,121.0,633.0,602.0,497.0,47.0,568.0,20.0,46.0,51.0,91.0,77.0,27.0,0.287,10.9,12.5,0.88,0.366,0.444,0.81,0.156,5.2,0.307, , ,3.7,654.0,77.5,0.353,112.0
108,1994,Rangers,1156.0,3983.0,4531.0,1114.0,765.0,198.0,27.0,124.0,613.0,582.0,437.0,37.0,730.0,36.0,34.0,41.0,95.0,82.0,35.0,0.28,9.6,16.1,0.6,0.353,0.436,0.79,0.157,5.0,0.313, , ,1.1,620.0,46.7,0.345,100.0
109,1994,Expos,1576.0,4000.0,4514.0,1111.0,727.0,246.0,30.0,108.0,585.0,542.0,379.0,39.0,669.0,40.0,42.0,53.0,77.0,137.0,36.0,0.278,8.4,14.8,0.57,0.343,0.435,0.778,0.158,5.7,0.307, , ,11.7,587.0,15.6,0.339,99.0
110,1994,Padres,1609.0,4068.0,4519.0,1117.0,806.0,200.0,19.0,92.0,479.0,445.0,319.0,47.0,762.0,31.0,33.0,67.0,112.0,79.0,37.0,0.275,7.1,16.9,0.42,0.33,0.401,0.731,0.126,4.3,0.316, , ,-0.4,515.0,-57.2,0.319,90.0
111,1994,Orioles,1127.0,3856.0,4386.0,1047.0,703.0,185.0,20.0,139.0,589.0,557.0,438.0,23.0,655.0,39.0,35.0,16.0,89.0,69.0,13.0,0.272,10.0,14.9,0.67,0.349,0.438,0.787,0.166,4.8,0.293, , ,8.2,598.0,42.6,0.345,102.0
112,1994,Mariners,1204.0,3883.0,4361.0,1045.0,663.0,211.0,18.0,153.0,569.0,549.0,372.0,42.0,652.0,26.0,32.0,48.0,87.0,48.0,21.0,0.269,8.5,15.0,0.57,0.335,0.451,0.786,0.182,4.3,0.287, , ,0.5,575.0,22.5,0.339,99.0
113,1994,Blue Jays,1162.0,3962.0,4462.0,1064.0,709.0,210.0,30.0,115.0,566.0,534.0,387.0,34.0,691.0,38.0,44.0,30.0,96.0,79.0,26.0,0.269,8.7,15.5,0.56,0.336,0.424,0.76,0.155,5.1,0.297, , ,4.5,559.0,-6.3,0.331,94.0
114,1994,Marlins,1561.0,3926.0,4387.0,1043.0,745.0,180.0,24.0,94.0,468.0,451.0,349.0,25.0,746.0,40.0,30.0,42.0,82.0,65.0,26.0,0.266,8.0,17.0,0.47,0.33,0.396,0.725,0.13,4.3,0.305, , ,1.7,503.0,-52.8,0.32,90.0
115,1994,Angels,1223.0,3943.0,4443.0,1042.0,728.0,178.0,16.0,120.0,543.0,518.0,402.0,24.0,715.0,27.0,29.0,42.0,84.0,65.0,54.0,0.264,9.0,16.1,0.56,0.334,0.409,0.743,0.145,3.8,0.294, , ,-10.7,540.0,-22.8,0.327,91.0
116,1994,Cardinals,1514.0,3902.0,4450.0,1026.0,678.0,213.0,27.0,108.0,535.0,506.0,434.0,48.0,686.0,33.0,37.0,44.0,80.0,76.0,46.0,0.263,9.8,15.4,0.63,0.339,0.414,0.753,0.151,4.6,0.292, , ,-5.0,545.0,-18.2,0.329,97.0
117,1994,Phillies,1515.0,3927.0,4436.0,1028.0,712.0,208.0,28.0,80.0,521.0,484.0,396.0,44.0,711.0,31.0,31.0,51.0,95.0,67.0,24.0,0.262,8.9,16.0,0.56,0.332,0.39,0.722,0.128,4.8,0.299, , ,3.0,501.0,-60.9,0.318,87.0
118,1994,Cubs,1606.0,3918.0,4386.0,1015.0,691.0,189.0,26.0,109.0,500.0,464.0,364.0,26.0,750.0,27.0,23.0,54.0,84.0,69.0,53.0,0.259,8.3,17.1,0.49,0.325,0.404,0.729,0.145,4.4,0.294, , ,-9.5,502.0,-53.0,0.32,89.0
119,1994,Mets,1496.0,3869.0,4348.0,966.0,664.0,164.0,21.0,117.0,506.0,477.0,336.0,40.0,807.0,52.0,31.0,59.0,70.0,25.0,26.0,0.25,7.7,18.6,0.42,0.316,0.394,0.709,0.144,3.5,0.285, , ,-6.3,461.0,-89.0,0.31,86.0
120,1994,Indians,1189.0,4022.0,4493.0,1165.0,738.0,240.0,20.0,167.0,679.0,647.0,382.0,40.0,629.0,18.0,38.0,33.0,80.0,131.0,48.0,0.29,8.5,14.0,0.61,0.351,0.484,0.835,0.194,5.4,0.306, , ,5.1,666.0,97.3,0.359,111.0
121,1994,Reds,1585.0,3999.0,4512.0,1142.0,771.0,211.0,36.0,124.0,609.0,569.0,388.0,51.0,738.0,29.0,42.0,53.0,83.0,119.0,51.0,0.286,8.6,16.4,0.53,0.35,0.449,0.799,0.164,5.6,0.32, , ,1.4,617.0,46.2,0.346,107.0
122,1994,Astros,1504.0,3955.0,4500.0,1099.0,702.0,252.0,25.0,120.0,602.0,573.0,394.0,58.0,718.0,43.0,35.0,73.0,73.0,124.0,44.0,0.278,8.8,16.0,0.55,0.347,0.445,0.792,0.167,5.5,0.311, , ,5.5,602.0,32.6,0.343,109.0
123,1994,Twins,1201.0,3952.0,4409.0,1092.0,727.0,239.0,23.0,103.0,594.0,556.0,359.0,26.0,635.0,41.0,34.0,22.0,93.0,94.0,30.0,0.276,8.1,14.4,0.57,0.34,0.427,0.767,0.15,5.2,0.304, , ,5.7,567.0,8.8,0.336,95.0
124,1994,Rockies,1604.0,4006.0,4493.0,1098.0,728.0,206.0,39.0,125.0,573.0,540.0,378.0,33.0,761.0,23.0,36.0,50.0,96.0,91.0,53.0,0.274,8.4,16.9,0.5,0.337,0.439,0.776,0.165,5.1,0.308, , ,-5.1,580.0,11.1,0.337,87.0
125,1994,Dodgers,1467.0,3904.0,4371.0,1055.0,751.0,160.0,29.0,115.0,532.0,505.0,366.0,33.0,687.0,19.0,31.0,51.0,89.0,74.0,37.0,0.27,8.4,15.7,0.53,0.333,0.414,0.748,0.144,4.7,0.3, , ,-1.4,528.0,-25.0,0.327,100.0
126,1994,Royals,1144.0,3911.0,4391.0,1051.0,702.0,211.0,38.0,100.0,574.0,538.0,376.0,23.0,698.0,33.0,38.0,32.0,72.0,140.0,62.0,0.269,8.6,15.9,0.54,0.335,0.419,0.754,0.15,5.9,0.302, , ,0.7,545.0,-11.2,0.33,92.0
127,1994,Braves,1531.0,3861.0,4349.0,1031.0,678.0,198.0,18.0,137.0,542.0,510.0,377.0,39.0,668.0,22.0,29.0,60.0,104.0,48.0,31.0,0.267,8.7,15.4,0.56,0.333,0.434,0.767,0.167,4.0,0.29, , ,-3.9,548.0,-3.0,0.333,97.0
128,1994,Tigers,1205.0,3955.0,4574.0,1048.0,646.0,216.0,25.0,161.0,652.0,622.0,520.0,28.0,897.0,34.0,48.0,17.0,86.0,46.0,33.0,0.265,11.4,19.6,0.58,0.352,0.454,0.806,0.189,4.3,0.301, , ,-5.2,647.0,67.9,0.351,106.0
129,1994,Red Sox,1202.0,3940.0,4446.0,1038.0,677.0,222.0,19.0,120.0,552.0,523.0,404.0,40.0,723.0,31.0,33.0,38.0,87.0,81.0,38.0,0.263,9.1,16.3,0.56,0.334,0.421,0.755,0.157,4.6,0.293, , ,-0.4,550.0,-13.3,0.329,89.0
130,1994,Brewers,1224.0,3978.0,4494.0,1045.0,687.0,238.0,21.0,99.0,547.0,510.0,417.0,30.0,680.0,33.0,38.0,28.0,85.0,59.0,37.0,0.263,9.3,15.1,0.61,0.335,0.408,0.742,0.145,4.2,0.292, , ,-4.4,543.0,-25.8,0.326,91.0
131,1994,Athletics,1290.0,3885.0,4396.0,1009.0,705.0,178.0,13.0,113.0,549.0,515.0,417.0,21.0,686.0,18.0,51.0,24.0,79.0,91.0,39.0,0.26,9.5,15.6,0.61,0.33,0.399,0.73,0.14,4.5,0.286, , ,1.1,513.0,-43.1,0.322,92.0
132,1994,Pirates,1554.0,3864.0,4301.0,1001.0,700.0,198.0,23.0,80.0,466.0,435.0,349.0,29.0,725.0,22.0,28.0,36.0,90.0,53.0,25.0,0.259,8.1,16.9,0.48,0.322,0.384,0.706,0.125,4.2,0.298, , ,-0.3,463.0,-81.5,0.311,82.0
133,1994,Giants,1528.0,3869.0,4364.0,963.0,649.0,159.0,32.0,123.0,504.0,472.0,364.0,47.0,719.0,39.0,27.0,65.0,72.0,114.0,40.0,0.249,8.3,16.5,0.51,0.318,0.402,0.72,0.153,5.6,0.275, , ,5.3,478.0,-74.4,0.314,88.0
134,1995,Indians,1527.0,5028.0,5686.0,1461.0,952.0,279.0,23.0,207.0,840.0,803.0,542.0,40.0,766.0,35.0,48.0,31.0,128.0,132.0,53.0,0.291,9.5,13.5,0.71,0.361,0.479,0.839,0.188,4.8,0.306, , ,1.8,863.0,153.3,0.366,115.0
135,1995,White Sox,1570.0,5060.0,5770.0,1417.0,982.0,252.0,37.0,146.0,755.0,712.0,576.0,54.0,767.0,32.0,56.0,46.0,106.0,110.0,39.0,0.28,10.0,13.3,0.75,0.354,0.431,0.785,0.151,5.0,0.302, , ,3.5,779.0,58.8,0.345,107.0
136,1995,Twins,1563.0,5006.0,5588.0,1398.0,974.0,270.0,34.0,120.0,703.0,662.0,471.0,32.0,916.0,58.0,35.0,18.0,152.0,105.0,57.0,0.279,8.4,16.4,0.51,0.346,0.419,0.765,0.139,4.8,0.319, , ,-5.3,723.0,25.2,0.339,97.0
137,1995,Yankees,1519.0,4948.0,5699.0,1365.0,929.0,280.0,34.0,122.0,749.0,709.0,625.0,36.0,851.0,39.0,67.0,20.0,139.0,50.0,30.0,0.276,11.0,14.9,0.73,0.357,0.42,0.777,0.144,4.2,0.308, , ,-4.6,765.0,53.9,0.345,106.0
138,1995,Astros,2092.0,5097.0,5857.0,1403.0,1012.0,260.0,22.0,109.0,747.0,694.0,566.0,58.0,992.0,69.0,47.0,78.0,114.0,176.0,60.0,0.275,9.7,16.9,0.57,0.353,0.399,0.752,0.124,5.0,0.32, , ,7.5,731.0,0.0,0.334,104.0
139,1995,Reds,2042.0,4903.0,5575.0,1326.0,853.0,277.0,35.0,161.0,747.0,694.0,519.0,42.0,946.0,40.0,50.0,62.0,92.0,190.0,68.0,0.27,9.3,17.0,0.55,0.342,0.44,0.782,0.169,5.7,0.303, , ,7.0,734.0,38.2,0.342,104.0
140,1995,Brewers,1612.0,5000.0,5631.0,1329.0,910.0,249.0,42.0,128.0,740.0,700.0,502.0,20.0,800.0,46.0,42.0,41.0,105.0,105.0,40.0,0.266,8.9,14.2,0.63,0.336,0.409,0.745,0.143,5.2,0.292, , ,2.2,690.0,-12.5,0.331,91.0
141,1995,Cubs,1996.0,4963.0,5543.0,1315.0,851.0,267.0,39.0,158.0,693.0,648.0,440.0,46.0,953.0,34.0,35.0,71.0,110.0,105.0,37.0,0.265,7.9,17.2,0.46,0.327,0.43,0.757,0.165,5.1,0.298, , ,3.6,677.0,-14.5,0.331,96.0
142,1995,Dodgers,2032.0,4942.0,5544.0,1303.0,941.0,191.0,31.0,140.0,634.0,593.0,468.0,46.0,1023.0,30.0,35.0,68.0,99.0,127.0,45.0,0.264,8.4,18.5,0.46,0.329,0.4,0.729,0.136,5.0,0.305, , ,4.4,635.0,-57.2,0.322,98.0
143,1995,Phillies,1911.0,4950.0,5613.0,1296.0,909.0,263.0,30.0,94.0,615.0,576.0,497.0,38.0,884.0,46.0,41.0,77.0,108.0,72.0,25.0,0.262,8.9,15.7,0.56,0.332,0.384,0.716,0.122,4.3,0.3, , ,2.1,628.0,-72.4,0.319,88.0
144,1995,Royals,1720.0,4903.0,5528.0,1275.0,881.0,240.0,35.0,119.0,629.0,578.0,475.0,33.0,849.0,43.0,39.0,66.0,105.0,120.0,53.0,0.26,8.6,15.4,0.56,0.328,0.396,0.724,0.136,5.0,0.291, , ,-0.4,635.0,-54.5,0.321,86.0
145,1995,Pirates,2018.0,4937.0,5501.0,1281.0,884.0,245.0,27.0,125.0,629.0,587.0,456.0,45.0,972.0,24.0,33.0,51.0,88.0,84.0,55.0,0.259,8.3,17.7,0.47,0.323,0.396,0.719,0.137,4.2,0.298, , ,-8.5,611.0,-75.5,0.317,86.0
146,1995,Giants,1992.0,4971.0,5603.0,1256.0,842.0,229.0,33.0,152.0,652.0,610.0,472.0,55.0,1060.0,57.0,24.0,79.0,92.0,138.0,46.0,0.253,8.4,18.9,0.45,0.323,0.404,0.727,0.151,5.3,0.292, , ,6.3,634.0,-65.1,0.32,93.0
147,1995,Tigers,1566.0,4865.0,5535.0,1204.0,788.0,228.0,29.0,159.0,654.0,619.0,551.0,30.0,987.0,41.0,43.0,35.0,121.0,73.0,36.0,0.247,10.0,17.8,0.56,0.327,0.404,0.731,0.157,4.2,0.278, , ,-2.4,647.0,-44.1,0.324,89.0
148,1995,Rockies,2118.0,4994.0,5647.0,1406.0,904.0,259.0,43.0,200.0,785.0,749.0,484.0,47.0,943.0,56.0,31.0,82.0,118.0,125.0,59.0,0.282,8.6,16.7,0.51,0.35,0.471,0.82,0.189,5.4,0.311, , ,-2.1,813.0,108.2,0.357,91.0
149,1995,Red Sox,1522.0,4997.0,5716.0,1399.0,907.0,286.0,31.0,175.0,791.0,754.0,560.0,38.0,923.0,65.0,49.0,45.0,129.0,99.0,44.0,0.28,9.8,16.1,0.61,0.357,0.455,0.812,0.175,4.7,0.31, , ,-0.8,823.0,109.6,0.356,107.0
150,1995,Angels,1551.0,5019.0,5690.0,1390.0,927.0,252.0,25.0,186.0,801.0,761.0,564.0,40.0,889.0,36.0,38.0,33.0,115.0,57.0,39.0,0.277,9.9,15.6,0.63,0.352,0.448,0.8,0.171,4.1,0.302, , ,-7.0,796.0,85.5,0.351,106.0
151,1995,Mariners,1569.0,4996.0,5671.0,1377.0,899.0,276.0,20.0,182.0,796.0,767.0,549.0,53.0,871.0,39.0,34.0,52.0,109.0,110.0,40.0,0.276,9.7,15.4,0.63,0.35,0.448,0.798,0.173,4.7,0.3, , ,3.2,785.0,77.2,0.349,106.0
152,1995,Padres,2016.0,4950.0,5527.0,1345.0,978.0,231.0,20.0,116.0,668.0,618.0,447.0,45.0,872.0,35.0,38.0,56.0,125.0,124.0,46.0,0.272,8.1,15.8,0.51,0.334,0.397,0.731,0.125,4.7,0.307, , ,3.4,641.0,-48.5,0.324,95.0
153,1995,Mets,1887.0,4958.0,5581.0,1323.0,946.0,218.0,34.0,125.0,657.0,617.0,446.0,44.0,994.0,42.0,43.0,92.0,105.0,58.0,39.0,0.267,8.0,17.8,0.45,0.33,0.4,0.73,0.133,4.2,0.309, , ,-6.8,641.0,-55.4,0.322,94.0
154,1995,Rangers,1548.0,4913.0,5566.0,1304.0,895.0,247.0,24.0,138.0,691.0,651.0,526.0,28.0,877.0,33.0,45.0,49.0,112.0,90.0,47.0,0.265,9.5,15.8,0.6,0.338,0.41,0.747,0.144,4.4,0.296, , ,-3.9,685.0,-9.6,0.331,91.0
155,1995,Athletics,1577.0,4915.0,5617.0,1296.0,881.0,228.0,18.0,169.0,730.0,694.0,565.0,25.0,911.0,45.0,58.0,33.0,108.0,112.0,46.0,0.264,10.1,16.2,0.62,0.341,0.421,0.762,0.157,4.5,0.289, , ,0.9,719.0,18.2,0.337,101.0
156,1995,Orioles,1566.0,4837.0,5531.0,1267.0,838.0,229.0,27.0,173.0,704.0,668.0,574.0,36.0,803.0,39.0,41.0,40.0,119.0,92.0,45.0,0.262,10.4,14.5,0.71,0.342,0.428,0.77,0.166,4.4,0.28, , ,-2.6,719.0,28.8,0.34,99.0
157,1995,Marlins,1892.0,4886.0,5569.0,1278.0,891.0,214.0,29.0,144.0,673.0,636.0,517.0,36.0,916.0,49.0,48.0,69.0,105.0,131.0,53.0,0.262,9.3,16.4,0.56,0.335,0.406,0.741,0.144,4.9,0.293, , ,1.7,668.0,-27.0,0.328,95.0
158,1995,Blue Jays,1477.0,5036.0,5650.0,1309.0,867.0,275.0,27.0,140.0,642.0,613.0,492.0,27.0,906.0,44.0,45.0,33.0,119.0,75.0,16.0,0.26,8.7,16.0,0.54,0.328,0.409,0.737,0.149,4.5,0.29, , ,6.7,671.0,-34.0,0.326,91.0
159,1995,Expos,2022.0,4905.0,5452.0,1268.0,861.0,265.0,24.0,118.0,621.0,572.0,400.0,43.0,901.0,56.0,32.0,58.0,107.0,120.0,49.0,0.259,7.3,16.5,0.44,0.32,0.394,0.714,0.136,4.9,0.294, , ,1.4,594.0,-86.9,0.315,85.0
160,1995,Braves,1932.0,4814.0,5464.0,1202.0,797.0,210.0,27.0,168.0,645.0,618.0,520.0,37.0,933.0,40.0,34.0,56.0,106.0,73.0,43.0,0.25,9.5,17.1,0.56,0.326,0.409,0.735,0.16,4.1,0.276, , ,-5.4,639.0,-42.8,0.324,92.0
161,1995,Cardinals,1940.0,4779.0,5349.0,1182.0,813.0,238.0,24.0,107.0,563.0,533.0,436.0,31.0,920.0,46.0,40.0,48.0,110.0,79.0,46.0,0.247,8.2,17.2,0.47,0.314,0.374,0.688,0.127,4.2,0.283, , ,-5.5,546.0,-121.7,0.306,83.0
162,1996,Indians,1705.0,5681.0,6486.0,1665.0,1089.0,335.0,23.0,218.0,952.0,904.0,671.0,44.0,844.0,43.0,57.0,34.0,164.0,160.0,50.0,0.293,10.3,13.0,0.8,0.369,0.475,0.844,0.182,4.9,0.309, , ,7.8,1009.0,173.8,0.367,111.0
163,1996,Twins,1769.0,5673.0,6403.0,1633.0,1136.0,332.0,47.0,118.0,877.0,812.0,576.0,42.0,958.0,65.0,63.0,20.0,172.0,143.0,53.0,0.288,9.0,15.0,0.6,0.357,0.425,0.782,0.137,5.3,0.325, , ,3.1,871.0,45.8,0.344,97.0
164,1996,Mariners,1736.0,5668.0,6518.0,1625.0,1018.0,343.0,19.0,245.0,993.0,954.0,670.0,57.0,1052.0,75.0,58.0,46.0,121.0,90.0,39.0,0.287,10.3,16.1,0.64,0.366,0.484,0.85,0.197,4.4,0.312, , ,-1.2,1018.0,178.5,0.367,112.0
165,1996,Red Sox,1787.0,5756.0,6545.0,1631.0,1083.0,308.0,31.0,209.0,928.0,882.0,642.0,50.0,1020.0,67.0,47.0,33.0,148.0,91.0,44.0,0.283,9.8,15.6,0.63,0.359,0.457,0.816,0.173,4.5,0.311, , ,-3.3,956.0,112.7,0.356,104.0
166,1996,Brewers,1803.0,5662.0,6434.0,1578.0,1056.0,304.0,40.0,178.0,894.0,845.0,624.0,35.0,986.0,53.0,50.0,45.0,115.0,101.0,48.0,0.279,9.7,15.3,0.63,0.353,0.441,0.794,0.162,4.9,0.308, , ,-3.1,895.0,66.5,0.348,97.0
167,1996,Orioles,1702.0,5689.0,6494.0,1557.0,972.0,299.0,29.0,257.0,949.0,914.0,645.0,49.0,915.0,61.0,67.0,31.0,134.0,77.0,40.0,0.274,9.9,14.1,0.7,0.35,0.472,0.822,0.198,4.4,0.284, , ,-4.2,946.0,109.2,0.355,106.0
168,1996,Mets,2235.0,5618.0,6220.0,1515.0,1054.0,267.0,47.0,147.0,746.0,697.0,445.0,54.0,1069.0,33.0,49.0,75.0,114.0,97.0,48.0,0.27,7.2,17.2,0.42,0.324,0.412,0.737,0.143,5.0,0.307, , ,-3.6,716.0,-84.8,0.321,94.0
169,1996,Royals,1753.0,5542.0,6229.0,1477.0,1030.0,286.0,38.0,123.0,746.0,689.0,529.0,36.0,943.0,43.0,49.0,66.0,102.0,195.0,85.0,0.267,8.5,15.1,0.56,0.332,0.398,0.731,0.132,5.4,0.299, , ,-0.8,732.0,-70.5,0.322,83.0
170,1996,Padres,2181.0,5655.0,6419.0,1499.0,1043.0,285.0,24.0,147.0,771.0,718.0,601.0,61.0,1014.0,50.0,52.0,59.0,146.0,109.0,55.0,0.265,9.4,15.8,0.59,0.338,0.402,0.74,0.137,4.2,0.297, , ,-4.5,768.0,-58.4,0.325,101.0
171,1996,Astros,2177.0,5508.0,6270.0,1445.0,990.0,297.0,29.0,129.0,753.0,703.0,554.0,64.0,1057.0,84.0,55.0,68.0,115.0,180.0,63.0,0.262,8.8,16.9,0.52,0.336,0.397,0.733,0.135,5.2,0.301, , ,6.1,734.0,-73.2,0.322,98.0
172,1996,Blue Jays,1664.0,5599.0,6295.0,1451.0,937.0,302.0,35.0,177.0,766.0,712.0,529.0,19.0,1105.0,92.0,37.0,38.0,120.0,116.0,38.0,0.259,8.4,17.6,0.48,0.331,0.42,0.752,0.161,5.1,0.293, , ,4.6,784.0,-26.4,0.331,90.0
173,1996,Reds,2287.0,5455.0,6213.0,1398.0,912.0,259.0,36.0,191.0,778.0,733.0,604.0,47.0,1134.0,34.0,49.0,71.0,115.0,171.0,63.0,0.256,9.7,18.3,0.53,0.331,0.422,0.753,0.166,5.4,0.289, , ,4.4,761.0,-39.4,0.329,97.0
